5,720,82.800000,22.608000,1,1,273856095,600,22,600,22,0,3,29
5,720,82.800000,22.608000,1,1,273856096,600,22,600,22,0,3,29
5,720,82.800000,22.608000,1,1,273856107,600,22,600,22,0,3,29
5,720,82.800000,22.608000,1,1,273856118,600,22,600,22,0,3,29
5,720,82.800000,22.608000,1,1,273856128,600,22,600,22,0,3,29
5,720,82.800000,22.608000,1,1,273856149,600,22,600,22,0,3,29
5,720,82.800000,22.608000,1,1,273856159,600,22,600,22,0,3,29
5,720,82.800000,22.608000,1,1,273856173,601,22,601,22,0,3,29
5,720,82.800000,22.608000,1,1,273856186,607,21,607,21,0,3,29
5,720,82.800000,22.608000,1,1,273856197,621,17,621,17,0,3,29
5,720,82.800000,22.608000,1,1,273856208,639,13,639,13,0,3,29
5,720,82.800000,22.608000,1,1,273856230,663,8,663,8,0,3,29
5,720,82.800000,22.608000,1,1,273856241,728,0,728,-1,0,3,29
5,720,82.800000,22.608000,1,1,273856251,769,0,769,-6,0,3,29
5,720,82.800000,22.608000,1,1,273856262,800,0,800,-9,0,3,29
5,720,82.800000,22.608000,1,1,273856274,843,0,843,-13,0,3,29
5,720,82.800000,22.608000,1,1,273856284,891,0,891,-16,0,3,29
5,720,82.800000,22.608000,1,1,273856295,931,0,931,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856307,971,0,971,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856318,1006,0,1006,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856336,1035,0,1035,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856358,1075,0,1075,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856370,1109,0,1109,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856380,1120,0,1120,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856400,1131,0,1131,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856412,1154,0,1154,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856435,1165,0,1165,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856457,1185,0,1185,-18,0,3,29
5,720,82.800000,22.608000,1,1,273856477,1198,0,1198,-20,0,3,29
5,720,82.800000,22.608000,1,1,273856498,1202,0,1202,-20,0,3,29
5,720,82.800000,22.608000,1,1,273856508,1202,0,1202,-20,0,3,29
5,720,82.800000,22.608000,1,1,273856520,1203,0,1203,-21,0,3,29
5,720,82.800000,22.608000,1,1,273856532,1207,0,1207,-22,0,3,29
5,720,82.800000,22.608000,1,1,273856543,1212,0,1212,-24,0,3,29
5,720,82.800000,22.608000,1,1,273856555,1218,0,1218,-25,0,3,29
5,720,82.800000,22.608000,1,1,273856565,1225,0,1225,-26,0,3,29
5,720,82.800000,22.608000,1,1,273856575,1233,0,1233,-28,0,3,29
5,720,82.800000,22.608000,1,1,273856587,1239,0,1239,-28,0,3,29
5,720,82.800000,22.608000,1,1,273856597,1244,0,1244,-28,0,3,29
5,720,82.800000,22.608000,1,1,273856609,1248,0,1248,-29,0,3,29
5,720,82.800000,22.608000,1,1,273856620,1252,0,1252,-30,0,3,29
5,720,82.800000,22.608000,1,1,273856631,1256,0,1256,-31,0,3,29
5,720,82.800000,22.608000,1,1,273856641,1260,0,1260,-31,0,3,29
5,720,82.800000,22.608000,1,1,273856652,1265,0,1265,-31,0,3,29
5,720,82.800000,22.608000,1,1,273856663,1271,0,1271,-32,0,3,29
5,720,82.800000,22.608000,1,1,273856674,1276,0,1276,-32,0,3,29
5,720,82.800000,22.608000,1,1,273856695,1281,0,1281,-32,0,3,29
5,720,82.800000,22.608000,1,1,273856714,1284,0,1284,-33,0,3,29
5,720,82.800000,22.608000,1,1,273856727,1284,0,1284,-33,0,3,29
5,720,82.800000,22.608000,1,1,273856746,1285,0,1285,-33,0,3,29
5,720,82.800000,22.608000,1,1,273856756,1285,0,1285,-33,0,3,29
5,720,82.800000,22.608000,1,1,273856767,1285,0,1285,-33,0,3,29
5,720,82.800000,22.608000,1,1,273856776,1285,0,1285,-33,0,3,29
